PosterURL,Title,Genre
https://a.ltrbxd.com/resized/sm/upload/5b/u9/av/il/ecoY7zJL6Ub3URP1oPhPfGflEjV-0-125-0-187-crop.jpg?v=8126850315,American Psycho (2000),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/7/6/9/51769-barton-fink-0-125-0-187-crop.jpg?v=51c9ebe541,Barton Fink (1991),thriller
https://a.ltrbxd.com/resized/sm/upload/yt/ae/iz/kj/bIjkE9Og0nulRycj144sCcQcsZ6-0-125-0-187-crop.jpg?v=a571e4c644,Black Swan (2010),thriller
https://a.ltrbxd.com/resized/sm/upload/ye/jq/f3/22/nmb4QhCRmdfNP6rgb81yUFgI83l-0-125-0-187-crop.jpg?v=caa3999c6f,Donnie Darko (2001),thriller
https://a.ltrbxd.com/resized/sm/upload/sj/00/0d/n1/aQkyFHzNzZoMhxZ7c0IaK8BljED-0-125-0-187-crop.jpg?v=338dcff82c,Enemy (2013),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/5/6/8/51568-fight-club-0-125-0-187-crop.jpg?v=768b32dfa4,Fight Club (1999),thriller
https://a.ltrbxd.com/resized/film-poster/3/5/3/1/1/7/353117-get-out-0-125-0-187-crop.jpg?v=136acec030,Get Out (2017),thriller
https://a.ltrbxd.com/resized/film-poster/4/3/0/8/0/6/430806-i-m-thinking-of-ending-things-0-125-0-187-crop.jpg?v=16bd3ec573,I'm Thinking of Ending Things (2020),thriller
https://a.ltrbxd.com/resized/film-poster/5/0/3/5/8/50358-jacob-s-ladder-0-125-0-187-crop.jpg?v=f2a3a739d6,Jacob's Ladder (1990),thriller
https://a.ltrbxd.com/resized/sm/upload/25/5e/r1/3t/z6yhgEzGUJaBBgAxoyggRzwLnVM-0-125-0-187-crop.jpg?v=49d0ffd43f,Lost Highway (1997),thriller
https://a.ltrbxd.com/resized/sm/upload/v1/3q/s4/aa/memento-0-125-0-187-crop.jpg?v=80f0732247,Memento (2000),thriller
https://a.ltrbxd.com/resized/sm/upload/kv/7n/p8/tv/fMC8JBWx2VjsJ53JopAcFjqmlYv-0-125-0-187-crop.jpg?v=3d69c00608,Mulholland Drive (2001),thriller
https://a.ltrbxd.com/resized/film-poster/4/6/1/7/5/46175-perfect-blue-0-125-0-187-crop.jpg?v=1ed5878cce,Perfect Blue (1997),thriller
https://a.ltrbxd.com/resized/sm/upload/p4/tj/oj/ph/4b7QXyDJsDFXrwVHUNlrmezCZJC-0-125-0-187-crop.jpg?v=0f6a2cc0bb,The Game (1997),thriller
https://a.ltrbxd.com/resized/film-poster/4/9/2/5/4/49254-the-machinist-0-125-0-187-crop.jpg?v=71a9922e95,The Machinist (2004),thriller
https://a.ltrbxd.com/resized/sm/upload/1z/15/kh/dw/ydmC5WsPEhMZKV7VwQ8jT8hQLlc-0-125-0-187-crop.jpg?v=4343a06e20,Moon (2009),thriller
https://a.ltrbxd.com/resized/sm/upload/6z/4l/6b/cq/vStyzsyXpzbWiIxvBrmkdZ6ydk7-0-125-0-187-crop.jpg?v=d0228624f8,Sunshine (2007),thriller
https://a.ltrbxd.com/resized/film-poster/4/2/6/9/8/3/426983-aniara-0-125-0-187-crop.jpg?v=950c9734dd,Aniara (2018),thriller
https://a.ltrbxd.com/resized/film-poster/4/5/4/0/9/45409-shutter-island-0-125-0-187-crop.jpg?v=85dd4c38e3,Shutter Island (2010),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/5/5/2/51552-rear-window-0-125-0-187-crop.jpg?v=855a2e3070,Rear Window (1954),thriller
https://a.ltrbxd.com/resized/sm/upload/q9/3o/ng/om/obhM86qyv8RsE69XSMTtT9FdE0b-0-125-0-187-crop.jpg?v=1403a5e003,Vertigo (1958),thriller
https://a.ltrbxd.com/resized/sm/upload/kp/ay/8h/oo/sDhWq6zSWW95Po5HJCeH0NVyblY-0-125-0-187-crop.jpg?v=a286174883,Coherence (2013),thriller
https://a.ltrbxd.com/resized/sm/upload/g7/2e/vi/vy/A9ANrAWlmIovxzjAIiOgseSLNc9-0-125-0-187-crop.jpg?v=6bcb14c88c,Nightcrawler (2014),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/1/3/8/51138-the-talented-mr-ripley-0-125-0-187-crop.jpg?v=70e0a57506,The Talented Mr. Ripley (1999),thriller
https://a.ltrbxd.com/resized/film-poster/3/3/3/3/1/0/333310-the-killing-of-a-sacred-deer-0-125-0-187-crop.jpg?v=f2a22b1af9,The Killing of a Sacred Deer (2017),thriller
https://a.ltrbxd.com/resized/film-poster/3/5/1/8/7/35187-insomnia-0-125-0-187-crop.jpg?v=a1e1ce645b,Insomnia (1997),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/7/3/9/51739-insomnia-0-125-0-187-crop.jpg?v=d843de8189,Insomnia (2002),thriller
https://a.ltrbxd.com/resized/film-poster/4/9/6/4/1/49641-the-number-23-0-125-0-187-crop.jpg?v=c41c84085b,The Number 23 (2007),thriller
https://a.ltrbxd.com/resized/sm/upload/td/om/t8/dh/c8X6UIbzbhBBuyuHRrzVzaCMbkZ-0-125-0-187-crop.jpg?v=d88e31b8bf,Eyes Wide Shut (1999),thriller
https://a.ltrbxd.com/resized/film-poster/4/3/9/5/2/43952-the-man-from-earth-0-125-0-187-crop.jpg?v=f307c73fdf,The Man from Earth (2007),thriller
https://a.ltrbxd.com/resized/film-poster/4/4/5/1/0/44510-bug-0-125-0-187-crop.jpg?v=859c301df5,Bug (2006),thriller
https://a.ltrbxd.com/resized/film-poster/3/2/4/3/3/32433-exam-0-125-0-187-crop.jpg?v=6e8c549aa5,Exam (2009),thriller
https://a.ltrbxd.com/resized/film-poster/4/4/2/4/7/44247-dead-man-s-shoes-0-125-0-187-crop.jpg?v=df557d7d00,Dead Man's Shoes (2004),thriller
https://a.ltrbxd.com/resized/film-poster/5/0/8/4/1/50841-copycat-0-125-0-187-crop.jpg?v=3727a7cd69,Copycat (1995),thriller
https://a.ltrbxd.com/resized/sm/upload/48/ye/oo/8t/3PH1tWrCAtAb7ws5BNYN9j0DnxN-0-125-0-187-crop.jpg?v=499cdf0415,Single White Female (1992),thriller
https://a.ltrbxd.com/resized/film-poster/2/6/1/8/9/1/261891-10-cloverfield-lane-0-125-0-187-crop.jpg?v=141f0c7c30,10 Cloverfield Lane (2016),thriller
https://a.ltrbxd.com/resized/sm/upload/0a/ec/72/pb/zHGxi75Ugw69jtCmOK8TvwU588z-0-125-0-187-crop.jpg?v=58931ddc0d,The Girl with the Dragon Tattoo (2011),thriller
https://a.ltrbxd.com/resized/sm/upload/wc/jb/p9/ds/cape-fear-0-125-0-187-crop.jpg?v=6e148eef07,Cape Fear (1991),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/7/8/2/51782-the-silence-of-the-lambs-0-125-0-187-crop.jpg?v=5ea75cd993,The Silence of the Lambs (1991),thriller
https://a.ltrbxd.com/resized/film-poster/2/6/8/2/2682-primer-0-125-0-187-crop.jpg?v=0e02010779,Primer (2004),thriller
https://a.ltrbxd.com/resized/sm/upload/74/n3/1x/h1/UZuT4o5rrDSZhkX7wPNfkmRDQD-0-125-0-187-crop.jpg?v=ddc0af4d37,The Jacket (2005),thriller
https://a.ltrbxd.com/resized/film-poster/4/4/7/5/3/44753-frailty-0-125-0-187-crop.jpg?v=bfa48588cf,Frailty (2001),thriller
https://a.ltrbxd.com/resized/film-poster/5/0/0/5/9/50059-identity-0-125-0-187-crop.jpg?v=a78ab939d0,Identity (2003),thriller
https://a.ltrbxd.com/resized/film-poster/3/5/3/0/7/35307-triangle-0-125-0-187-crop.jpg?v=5b48fb0d4d,Triangle (2009),thriller
https://a.ltrbxd.com/resized/sm/upload/3m/1w/jy/xa/kDdUtDsGMQ3OYwoBtEQyJIGPz4V-0-125-0-187-crop.jpg?v=34ca91e989,Predestination (2014),thriller
https://a.ltrbxd.com/resized/film-poster/3/8/2/3/9/38239-shadow-of-a-doubt-0-125-0-187-crop.jpg?v=82c9d9cd7d,Shadow of a Doubt (1943),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/5/2/9/51529-the-conversation-0-125-0-187-crop.jpg?v=12ad21bbbf,The Conversation (1974),thriller
https://a.ltrbxd.com/resized/film-poster/4/1/9/2/7/9/419279-forgotten-0-125-0-187-crop.jpg?v=edb998d4b0,Forgotten (2017),thriller
https://a.ltrbxd.com/resized/sm/upload/xo/2f/ch/o3/vHsNDq4FaNt4XGIjNxcB8fWtCSw-0-125-0-187-crop.jpg?v=095328fe00,The Spanish Prisoner (1997),thriller
https://a.ltrbxd.com/resized/film-poster/5/0/9/4/2/50942-primal-fear-0-125-0-187-crop.jpg?v=8e664558ef,Primal Fear (1996),thriller
https://a.ltrbxd.com/resized/film-poster/1/4/9/8/5/7/149857-gone-girl-0-125-0-187-crop.jpg?v=09a7c91f68,Gone Girl (2014),thriller
https://a.ltrbxd.com/resized/sm/upload/qw/lc/wn/j1/funny-games-0-125-0-187-crop.jpg?v=ba4ffdff29,Funny Games (1997),thriller
https://a.ltrbxd.com/resized/film-poster/4/7/7/1/0/47710-funny-games-0-125-0-187-crop.jpg?v=5fb4eca12a,Funny Games (2007),thriller
https://a.ltrbxd.com/resized/film-poster/3/3/2/4/3/2/332432-the-house-that-jack-built-0-125-0-187-crop.jpg?v=874acb1dbc,The House That Jack Built (2018),thriller
https://a.ltrbxd.com/resized/film-poster/5/0/8/2/2/50822-inland-empire-0-125-0-187-crop.jpg?v=b4bd226d73,Inland Empire (2006),thriller
https://a.ltrbxd.com/resized/sm/upload/to/xo/us/q9/6ke85Kb6aX8RunZLwKpXCKYO9xv-0-125-0-187-crop.jpg?v=0b51a91c55,One Hour Photo (2002),thriller
https://a.ltrbxd.com/resized/sm/upload/tr/i5/jg/y3/cr1vVtymoiW23ETEycUgiAZYMur-0-125-0-187-crop.jpg?v=ba567f9990,Trance (2013),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/1/4/7/51147-the-prestige-0-125-0-187-crop.jpg?v=ad7e891177,The Prestige (2006),thriller
https://a.ltrbxd.com/resized/sm/upload/nu/i0/7z/nd/oHL437Dz1TGQMlKfpE6rSQJgMxb-0-125-0-187-crop.jpg?v=16ef03c9c1,Nocturnal Animals (2016),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/3/5/9/51359-blue-velvet-0-125-0-187-crop.jpg?v=b0ee3c20f6,Blue Velvet (1986),thriller
https://a.ltrbxd.com/resized/film-poster/1/8/7/9/8/6/187986-ex-machina-0-125-0-187-crop.jpg?v=2b4212d498,Ex Machina (2014),thriller
https://a.ltrbxd.com/resized/sm/upload/ur/o3/it/i9/m2Tc48MkhPWYaz0f0IMuIMJlGND-0-125-0-187-crop.jpg?v=e277d9738f,mother! (2017),thriller
https://a.ltrbxd.com/resized/sm/upload/d0/yt/w1/l2/v5Bdti2w5sqKNPge6I9jF2YpAqF-0-125-0-187-crop.jpg?v=26794d9001,The Invitation (2015),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/9/8/1/51981-brazil-0-125-0-187-crop.jpg?v=cc28feee48,Brazil (1985),thriller
https://a.ltrbxd.com/resized/film-poster/5/0/7/2/5/50725-fear-and-loathing-in-las-vegas-0-125-0-187-crop.jpg?v=ff824b403c,Fear and Loathing in Las Vegas (1998),thriller
https://a.ltrbxd.com/resized/film-poster/4/7/6/2/8/47628-the-vanishing-0-125-0-187-crop.jpg?v=ea96275829,The Vanishing (1988),thriller
https://a.ltrbxd.com/resized/sm/upload/yl/pb/x9/pe/hzj9o9cizYFv76rK0C7nXBAQ9lw-0-125-0-187-crop.jpg?v=efe831833e,Oldboy (2003),thriller
https://a.ltrbxd.com/resized/film-poster/4/8/2/8/5/48285-nightwatch-0-125-0-187-crop.jpg?v=28a6f59faf,Nightwatch (1994),thriller
https://a.ltrbxd.com/resized/film-poster/5/0/7/0/3/50703-open-your-eyes-0-125-0-187-crop.jpg?v=722adc7f9d,Open Your Eyes (1997),thriller
https://a.ltrbxd.com/resized/film-poster/5/0/6/7/5/50675-the-others-0-125-0-187-crop.jpg?v=5849ee4f9f,The Others (2001),thriller
https://a.ltrbxd.com/resized/sm/upload/68/rw/e9/tb/wS0QhF2RTwap84BKGr9hKHzNAMx-0-125-0-187-crop.jpg?v=d11b983543,A Scanner Darkly (2006),thriller
https://a.ltrbxd.com/resized/sm/upload/eh/lj/6f/sb/ccVKx1T63YKMBcIYkJEoI0od5Nd-0-125-0-187-crop.jpg?v=90f1da413f,Spider (2002),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/3/5/5/51355-persona-0-125-0-187-crop.jpg?v=aca1e0fd3d,Persona (1966),thriller
https://a.ltrbxd.com/resized/sm/upload/xw/sw/3v/st/o8psaYgwTYFpqJhHISoMq178J4n-0-125-0-187-crop.jpg?v=837f65a552,Videodrome (1983),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/6/3/0/51630-pi-0-125-0-187-crop.jpg?v=ddc5842725,Pi (1998),thriller
https://a.ltrbxd.com/resized/film-poster/4/6/4/2/5/46425-high-tension-0-125-0-187-crop.jpg?v=43a80a20fa,High Tension (2003),thriller
https://a.ltrbxd.com/resized/sm/upload/jt/4t/3m/tp/xFtrVJWygDiK2iZluUxNwuQZ6Sm-0-125-0-187-crop.jpg?v=5d628d4444,Angel Heart (1987),thriller
https://a.ltrbxd.com/resized/film-poster/2/5/5/9/2/7/255927-the-gift-0-125-0-187-crop.jpg?v=895919e8c7,The Gift (2015),thriller
https://a.ltrbxd.com/resized/sm/upload/9c/7d/2t/h4/mWwrWhPHiHSoCWUkYcq4GplRF6V-0-125-0-187-crop.jpg?v=fef2aa197e,Session 9 (2001),thriller
https://a.ltrbxd.com/resized/sm/upload/yx/yw/v4/el/mhFXxB76LVgJBIfJM1sAuVBtVKv-0-125-0-187-crop.jpg?v=6ba4c6154d,Se7en (1995),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/4/0/7/51407-the-sixth-sense-0-125-0-187-crop.jpg?v=3a05a55f47,The Sixth Sense (1999),thriller
https://a.ltrbxd.com/resized/film-poster/4/9/0/2/3/49023-paprika-0-125-0-187-crop.jpg?v=bdcabb9981,Paprika (2006),thriller
https://a.ltrbxd.com/resized/sm/upload/c8/ym/gh/1n/f68uBuxkEfesHmw5eJxFOnNalTY-0-125-0-187-crop.jpg?v=704c2f780f,Martha Marcy May Marlene (2011),thriller
https://a.ltrbxd.com/resized/sm/upload/iw/eg/4g/nm/3w79tTsv6tmlT8Jww6snyPrgVok-0-125-0-187-crop.jpg?v=778c7ae8b8,Prisoners (2013),thriller
https://a.ltrbxd.com/resized/film-poster/5/0/8/4/6/50846-misery-0-125-0-187-crop.jpg?v=f079fc8138,Misery (1990),thriller
https://a.ltrbxd.com/resized/sm/upload/wm/de/5k/bi/8fmnXoIw3e3J7YSr8bzcPica4Dk-0-125-0-187-crop.jpg?v=7f3e0cac93,A Tale of Two Sisters (2003),thriller
https://a.ltrbxd.com/resized/film-poster/4/3/2/2/6/43226-the-uninvited-0-125-0-187-crop.jpg?v=740aefa477,The Uninvited (2009),thriller
https://a.ltrbxd.com/resized/film-poster/4/9/9/4/4/49944-1408-0-125-0-187-crop.jpg?v=f0129a1ed0,1408 (2007),thriller
https://a.ltrbxd.com/resized/sm/upload/o5/f8/9s/nn/4Dq2qYkyJeJGw0mfhQVXgI2pMYx-0-125-0-187-crop.jpg?v=7265fa979c,Dead Ringers (1988),thriller
https://a.ltrbxd.com/resized/film-poster/5/0/7/0/2/50702-vanilla-sky-0-125-0-187-crop.jpg?v=fbd4b97e55,Vanilla Sky (2001),thriller
https://a.ltrbxd.com/resized/film-poster/5/1/9/3/5/51935-the-big-lebowski-0-125-0-187-crop.jpg?v=5cd64defcf,The Big Lebowski (1998),comedy
https://a.ltrbxd.com/resized/sm/upload/xe/2y/e6/gy/4XLSKzQcE4lIgJgd71Y8UhAhxqQ-0-125-0-187-crop.jpg?v=45bc32b708,Hot Fuzz (2007),comedy
https://a.ltrbxd.com/resized/film-poster/5/1/3/9/0/51390-monty-python-and-the-holy-grail-0-125-0-187-crop.jpg?v=a294ae5def,Monty Python and the Holy Grail (1975),comedy
https://a.ltrbxd.com/resized/film-poster/5/1/2/1/8/51218-dr-strangelove-or-how-i-learned-to-stop-worrying-and-love--0-125-0-187-crop.jpg?v=c814dfbae0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),comedy
https://a.ltrbxd.com/resized/sm/upload/36/av/yn/jg/yWEeWO7fLs45XOcb94GPiLrHBRG-0-125-0-187-crop.jpg?v=f9f1d6b3fe,Shaun of the Dead (2004),comedy
https://a.ltrbxd.com/resized/sm/upload/vs/75/02/fx/2B5zjs5E3xerqAyowpw3QcOCyLq-0-125-0-187-crop.jpg?v=3aef2095df,Scott Pilgrim vs. the World (2010),comedy
https://a.ltrbxd.com/resized/film-poster/5/1/3/3/9/51339-airplane--0-125-0-187-crop.jpg?v=a8e9ea3a39,Airplane! (1980),comedy
https://a.ltrbxd.com/resized/sm/upload/ui/oc/sh/aa/wEgm6iVOD4afMlEo1VGi3Yz0cmd-0-125-0-187-crop.jpg?v=84c2b92572,Life of Brian (1979),comedy
https://a.ltrbxd.com/resized/film-poster/4/7/8/0/9/47809-in-bruges-0-125-0-187-crop.jpg?v=616745d99a,In Bruges (2008),comedy
https://a.ltrbxd.com/resized/film-poster/5/1/8/1/7/51817-some-like-it-hot-0-125-0-187-crop.jpg?v=6a3adaf00e,Some Like It Hot (1959),comedy
https://a.ltrbxd.com/resized/film-poster/5/1/9/1/4/51914-groundhog-day-0-125-0-187-crop.jpg?v=9361c0080d,Groundhog Day (1993),comedy
https://a.ltrbxd.com/resized/film-poster/4/9/8/8/9/49889-modern-times-0-125-0-187-crop.jpg?v=4f248e6b54,Modern Times (1936),comedy
https://a.ltrbxd.com/resized/film-poster/5/1/9/4/5/51945-back-to-the-future-0-125-0-187-crop.jpg?v=6662417358,Back to the Future (1985),comedy
https://a.ltrbxd.com/resized/film-poster/4/7/6/3/7/47637-anchorman-the-legend-of-ron-burgundy-0-125-0-187-crop.jpg?v=afdb4fa667,Anchorman: The Legend of Ron Burgundy (2004),comedy
https://a.ltrbxd.com/resized/film-poster/4/7/7/7/6/47776-superbad-0-125-0-187-crop.jpg?v=b43686efcb,Superbad (2007),comedy
https://a.ltrbxd.com/resized/film-poster/9/5/1/1/3/95113-the-grand-budapest-hotel-0-125-0-187-crop.jpg?v=6ac71cf4ba,The Grand Budapest Hotel (2014),comedy
https://a.ltrbxd.com/resized/film-poster/5/1/6/1/4/51614-borat-cultural-learnings-of-america-for-make-benefit-glori-0-125-0-187-crop.jpg?v=17316654a2,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),comedy
https://a.ltrbxd.com/resized/film-poster/4/7/2/1/9/47219-ferris-bueller-s-day-off-0-125-0-187-crop.jpg?v=5c27745153,Ferris Bueller's Day Off (1986),comedy
https://a.ltrbxd.com/resized/film-poster/5/1/2/5/1/51251-city-lights-0-125-0-187-crop.jpg?v=942b2629ea,City Lights (1931),comedy
https://a.ltrbxd.com/resized/film-poster/6/1/6/6/6166-ghostbusters-0-125-0-187-crop.jpg?v=02587ca19f,Ghostbusters (1984),comedy
https://a.ltrbxd.com/resized/sm/upload/hk/2u/bd/9p/gpxjoE0yvRwIhFEJgNArtKtaN7S-0-125-0-187-crop.jpg?v=544eada136,The Princess Bride (1987),comedy
https://a.ltrbxd.com/resized/sm/upload/xx/io/jp/45/the-truman-show-0-125-0-187-crop.jpg?v=704ba393f7,The Truman Show (1998),comedy
https://a.ltrbxd.com/resized/film-poster/8/6/9/9/1/86991-the-world-s-end-0-125-0-187-crop.jpg?v=48a7252f0d,The World's End (2013),comedy
https://a.ltrbxd.com/resized/sm/upload/5y/2q/7e/82/9kMAFSod5guhdxLjXIfxgVhA5cM-0-125-0-187-crop.jpg?v=b873849661,The Blues Brothers (1980),comedy
https://a.ltrbxd.com/resized/film-poster/2/1/6/3/0/1/216301-the-nice-guys-0-125-0-187-crop.jpg?v=40616daa2c,The Nice Guys (2016),comedy
https://a.ltrbxd.com/resized/sm/upload/vx/bi/ni/1k/921qm0FJwDvi6ptaxNCp7xvqNGA-0-125-0-187-crop.jpg?v=e356b53de6,Rushmore (1998),comedy
https://a.ltrbxd.com/resized/film-poster/8/6/1/1/4/86114-the-wolf-of-wall-street-0-125-0-187-crop.jpg?v=9fd1891260,The Wolf of Wall Street (2013),comedy
https://a.ltrbxd.com/resized/film-poster/4/9/9/3/1/49931-young-frankenstein-0-125-0-187-crop.jpg?v=e33efca8ce,Young Frankenstein (1974),comedy
https://a.ltrbxd.com/resized/film-poster/2/7/2/8/4/27284-the-naked-gun-0-125-0-187-crop.jpg?v=7f848fb394,The Naked Gun: From the Files of Police Squad! (1988),comedy
https://a.ltrbxd.com/resized/film-poster/4/5/6/7/2/45672-this-is-spinal-tap-0-125-0-187-crop.jpg?v=d867e84f30,This Is Spinal Tap (1984),comedy
https://a.ltrbxd.com/resized/film-poster/4/5/6/3/1/45631-blazing-saddles-0-125-0-187-crop.jpg?v=75fe1e4fb7,Blazing Saddles (1974),comedy
https://a.ltrbxd.com/resized/film-poster/4/9/9/0/8/49908-duck-soup-0-125-0-187-crop.jpg?v=a3ed8dd656,Duck Soup (1933),comedy
https://a.ltrbxd.com/resized/sm/upload/z3/0g/ol/7s/gALeMjf3NlSXy1gbz3eKct1aRhd-0-125-0-187-crop.jpg?v=d2b19175d7,Hunt for the Wilderpeople (2016),comedy
https://a.ltrbxd.com/resized/film-poster/4/6/0/4/9/46049-mean-girls-0-125-0-187-crop.jpg?v=e6378abb7b,Mean Girls (2004),comedy
https://a.ltrbxd.com/resized/film-poster/5/1/2/0/2/51202-the-general-0-125-0-187-crop.jpg?v=f4cd0213d7,The General (1926),comedy
